nomem_encr;nohouse_encr;wave;geslacht;gender;positie;gebjaar;leeftijd;lftdcat;lftdhhh;aantalhh;aantalki;partner;burgstat;woonvorm;woning;sted;belbezig;brutoink;brutoink_f;nettoink;netinc;nettoink_f;brutocat;nettocat;brutohh_f;nettohh_f;oplzon;oplmet;oplcat;doetmee;werving;herkomstgroep;simpc
801589;576620;202207;2;999;2;1981;41;4;46;2;0;1;1;2;1;5;1;2436;2436;2010;2010;2010;5;5;7536;5510;5;5;5;1;99;0;0
801598;595645;202207;1;1;1;1975;47;5;47;3;1;1;1;3;1;2;1;-13;3446,113913;2250;-13;2250;13;5;5172,918781;3500;4;4;4;1;10;0;0
801599;598077;202207;1;999;1;1950;71;7;71;1;0;0;4;1;1;2;8;2700;2700;2100;2100;2100;6;5;2700;2100;6;6;6;1;2;201;1
801600;562427;202207;2;999;5;2012;9;1;40;5;3;1;5;3;1;3;7;0;0;0;0;0;0;0;6021,063637;4000;1;8;1;1;9; ;0
801602;556625;202207;2;999;2;1959;62;6;66;2;0;1;1;2;1;2;10;-13;0;0;0;0;13;0;3357,066072;2550;2;2;2;1;8;0;0
801603;548987;202207;1;1;1;1950;72;7;72;4;2;1;1;3;2;3;9;-13;318,5393433;300;300;300;13;1; ; ;3;8;1;1;10;102;0
801621;542701;202207;1;1;1;1944;78;7;78;2;0;1;1;2;1;2;9;3872;3872;2906;2906;2906;8;6;4971;3724;6;6;6;1;10;0;0
801626;573596;202207;1;999;1;1982;39;4;39;1;0;0;5;1;1;2;1;3656;3656;2604;2604;2604;8;6;3656;2604;4;4;4;1;8;0;0
801635;557211;202207;2;999;2;1970;52;5;55;5;3;1;1;3;1;5;10;1000;1000;750;750;750;2;2;7900;3500;5;5;5;1;2;0;0
801650;555376;202207;2;999;5;2001;20;2;53;2;1;0;5;4;2;5;1;900;900;800;800;800;2;2;2750;2150;4;4;4;0;10; ;0
801651;523336;202207;1;999;2;1967;54;5;53;4;2;1;1;3;1;2;3;-13; ;-13;-13; ;13;13; ; ;2;2;2;0;1; ;0
801657;527453;202207;1;999;9;1949;73;7;69;2;0;0;1;5;1;5;13;-13;0;0;0;0;13;0;2688,416661;2100;7;7;1;0;2;0;0
801662;593816;202207;1;999;1;1972;50;5;50;4;2;1;1;3;1;4;1;-13;4354,477309;2750;-13;2750;13;6;6807,71885;4450;5;5;5;0;10; ;0
801675;505215;202207;2;999;5;2016;6;1;43;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0;7043,144249;4600;1;8;1;1;2; ;0
801685;565316;202207;1;999;1;1994;27;3;27;2;0;1;1;2;2;2;1;2400;2400;2200;2200;2200;5;5;4500;4100;6;5;5;0;8;0;0
801713;531196;202207;1;1;1;1962;59;6;59;1;0;0;5;1;2;1;1;4100;4100;2750;-13;2750;9;6;4100;2750;6;6;6;1;10;0;0
801715;523165;202207;1;999;1;1978;43;4;43;4;2;1;1;3;1;5;1;-13;3006,467404;2000;2000;2000;13;4;5542,83061;3750;5;4;4;0;8;102;0
801730;584841;202207;2;999;5;2009;12;1;48;5;3;1;5;3;1;5;7;0;0;0;0;0;0;0;6200;4300;3;1;1;1;7; ;0
801736;546362;202207;2;999;2;1958;64;6;64;2;0;1;1;2;1;3;1;3200;3200;2500;2500;2500;7;5;6200;4700;6;6;6;0;1;0;0
801748;555355;202207;2;999;1;1967;55;6;55;3;2;0;3;4;1;5;1;2171;2171;1850;1850;1850;5;4;3143,659156;2600;5;5;5;1;2;0;0
801758;502834;202207;2;2;2;1942;80;7;81;2;0;1;1;2;1;3;8;-13;962,4422521;851;851;851;13;2;3108,57412;2573;2;1;1;0;10;0;0
801761;536565;202207;2;999;2;1952;70;7;71;2;0;1;1;2;1;5;9;1500;1500;1100;1100;1100;3;3;3900;2600;5;5;5;0;10; ;0
801763;524774;202207;2;999;3;1986;35;4;36;4;2;1;5;3;1;5;1;3700;3700;2480;2480;2480;8;5;10200;6480;5;5;5;1;99;0;0
801771;562756;202207;2;999;3;1997;25;3;25;2;0;1;5;2;2;5;1;-13;1648,677616;1200;1200;1200;13;3;2829,477752;2100;2;2;2;1;10; ;0
801776;597207;202207;2;999;3;1974;48;5;49;4;2;1;5;3;1;5;1;967;967;774;774;774;2;2;3467;2674;5;4;4;1;2;0;0
801777;547231;202207;1;1;1;1978;44;4;44;1;0;0;5;1;2;2;1;-13;3111,045284;2060;2060;2060;13;5;3111,045284;2060;4;4;4;1;10;0;0
801780;512641;202207;2;2;1;1974;48;5;48;5;3;1;1;3;1;3;1;8000;8000;5423;5423;5423;12;11;13300;8864;6;6;6;1;10;0;0
801782;577378;202207;2;999;1;2000;22;2;22;1;0;0;5;1;2;3;1;-13;1754,753182;1250;-13;1250;13;3;1754,753182;1250;5;5;5;1;99; ;0
801809;579492;202207;2;999;1;1999;23;2;23;1;0;0;5;1;1; ;1;-13;2577,414211;1750;-13;1750;13;4;2577,414211;1750;5;4;4;1;99; ;0
801811;519095;202207;1;1;1;1960;61;6;61;2;0;1;1;2;1;3;1;-13;6372,81394;3800;3800;3800;13;8;8021,491557;5000;5;5;5;1;10;0;0
801818;574169;202207;1;999;1;1986;35;4;35;4;2;1;1;3;1;3;1;2800;2800;2200;2200;2200;6;5;5500;4400;6;5;5;1;8;0;0
801821;511734;202207;2;999;5;2008;13;1;52;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;5700;4200;3;1;1;1;2; ;0
801825;563412;202207;1;999;5;2016;6;1;40;4;2;1;5;3;2;4;7;0;0;0;0;0;0;0;4358,582781;3250;1;8;1;1;10; ;0
801837;502609;202207;1;999;1;1968;53;5;53;4;2;1;1;3;1;3;1;2580;2580;2000;2000;2000;6;4;4886,330977;3750;2;2;2;0;8; ;0
801843;521655;202207;2;999;5;2009;12;1;45;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;2400;1900;9;9; ;1;2; ;0
801849;511874;202207;2;999;1;1956;65;7;65;4;2;0;4;4;1;2;8;-13;1430,733768;1200;1200;1200;13;3; ; ;2;2;2;1;6;201;0
801854;553279;202207;2;999;2;1966;55;6;52;5;3;1;1;3;2;4;13;-13;0;0;0;0;13;0;2385,283453;1875;9;9; ;0;9; ;0
801858;577789;202207;2;999;2;1960;62;6;64;3;1;1;1;3;1;1;8;0;0;0;0;0;0;0; ; ;2;1;1;1;2;0;0
801863;554067;202207;1;1;2;1977;45;5;43;4;2;1;1;3;1;1;3;2000;2000;1900;1900;1900;4;4;5000;4300;6;5;5;1;10;0;0
801876;590731;202207;2;999;2;1968;54;5;62;2;0;1;1;2;1;2;1;1200;1200;800;800;800;3;2;4200;2820;2;2;2;1;2;0;0
801882;506878;202207;2;999;3;1964;57;6;59;3;1;1;3;3;1;5;1;1200;1200;900;900;900;3;2;4646,113913;3150;2;2;2;0;8; ;0
801884;501482;202207;2;2;2;1955;66;7;68;2;0;1;1;2;1;3;9;-13;1066,319327;934;934;934;13;2;3465,471705;2834;4;4;4;1;10;0;0
801909;569903;202207;2;999;5;2009;13;1;40;2;1;0;5;4;1;3;7;0;0;0;0;0;0;0;5000;3600;3;1;1;1;2; ;0
801914;569189;202207;2;999;2;1988;33;3;35;3;1;1;1;3;2;1;1;0;0;0;0;0;0;0;6273,607925;3750;6;6;6;1;8;202;0
801918;503664;202207;2;999;1;1967;54;5;54;2;1;0;3;4;1;3;1;3293;3293;2597;2597;2597;7;6;3293;2597;5;5;5;1;9;102;0
801920;524588;202207;2;999;5;2007;15;2;48;5;3;1;5;3;1;4;7;-13;286,9920401;250;-13;250;13;1;8013,796908;5900;3;8;1;1;1; ;0
801947;508148;202207;2;999;2;1978;44;4;49;5;3;1;1;3;2;5;8;900;900;750;-13;750;2;2;3519;2767;2;2;2;0;2;0;0
801948;554222;202207;1;1;1;1961;60;6;60;2;0;1;1;2;1;5;1;8900;8900;4500;4500;4500;12;9;8900;4500;5;5;5;1;10;0;0
801953;589712;202207;2;999;2;1946;76;7;81;2;0;1;1;2;1;1;9;884;884;833;833;833;2;2;3084;2593;2;2;2;1;6;0;0
801956;539984;202207;2;999;5;2011;10;1;43;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0;4598,677616;3600;1;8;1;1;99; ;0
801962;549050;202207;2;999;1;1970;52;5;52;6;4;1;1;3;1;2;3;-13;11262,31795;6250;-13;6250;13;11;17223,30551;10500;5;5;5;1;8;201;0
801980;539123;202207;2;999;5;2010;11;1;46;5;3;1;5;3;1;5;7;0;0;0;0;0;0;0;5178;4408;1;8;1;1;2; ;0
801986;541418;202207;2;999;5;2001;21;2;52;3;2;0;5;4;2;5;12;0;0;0;0;0;0;0;1189;1037;4;2;2;0;1;202;0
801998;593154;202207;1;999;5;1999;23;2;56;4;2;0;5;4;1;4;1;0;0;0;0;0;0;0;13550;8250;6;3;3;0;2; ;0
802007;594157;202207;2;2;3;1984;38;4;34;3;1;1;5;3;1;4;1;1970;1970;1666;1666;1666;4;4; ; ;4;2;2;1;10;202;0
802016;510408;202207;2;2;1;1954;68;7;68;2;0;1;1;2;1; ;9;-13;1975,250192;1600;1600;1600;13;4;4336,190778;3500;5;5;5;1;10;0;0
802032;552841;202207;1;999;1;1945;77;7;77;2;0;1;1;2;1;3;9;3250;3250;2150;2150;2150;7;5;4344;3000;4;4;4;1;2;101;0
802033;550507;202207;2;2;1;1940;82;7;82;1;0;0;3;1;2;4;12;-13;1497,393186;1250;-13;1250;13;3;1497,393186;1250;2;2;2;1;10;0;0
802034;524096;202207;1;1;1;1966;56;6;56;1;0;0;5;1;2;1;12;-13;1399,629401;1047;1047;1047;13;3;1399,629401;1047;5;5;5;1;10;0;0
802035;561968;202207;1;999;1;1948;74;7;74;1;0;0;4;1;1;4;3;-13;2543,145056;2000;2000;2000;13;4;2543,145056;2000;4;4;4;1;2;0;0
802041;501840;202207;2;999;2;1962;60;6;58;2;0;1;1;2;1;5;1;-13;3391,22695;2250;-13;2250;13;5;5691,22695;4190;4;4;4;0;2; ;0
802048;543782;202207;1;999;1;1949;72;7;72;2;0;1;1;2;1;1;9;4216;4216;2931;2931;2931;9;6;4897,022712;3551;6;6;6;1;9;202;0
802062;566564;202207;2;999;5;2007;15;2;41;4;3;0;5;4;2;4;7;0;0;0;0;0;0;0;2325,417276;1600;2;2;2;1;8; ;0
802072;554476;202207;2;999;2;1969;53;5;50;2;0;1;1;2;1;4;1;-13;2788,400497;1900;1900;1900;13;4;4948,216242;3400;2;2;2;1;2;101;0
802077;503176;202207;2;999;5;2017;5;1;35;5;3;1;5;3;1;3;14;0;0;0;0;0;0;0;4050;3180;1;8;1;1;10; ;0
802079;509195;202207;2;2;3;1989;33;3;44;3;1;1;5;3;1;1;1;3500;3500;2500;2500;2500;7;5;8500;5900;6;6;6;0;10;0;0
802084;559088;202207;2;999;2;1974;48;5;49;3;1;1;1;3;1;4;8;1100;1100;950;950;950;3;2;6250;4250;3;3;3;0;6;0;0
802085;530682;202207;1;999;5;2005;16;2;45;7;5;1;5;3;1;5;7;0;0;0;0;0;0;0;7727;5188;3;1;1;1;9; ;0
802096;597106;202207;2;999;2;1945;77;7;76;2;0;1;1;2;1;3;9;1650;1650;1450;1450;1450;4;3;2750;2350;5;5;5;1;3;101;0
802098;510889;202207;2;999;2;1991;30;3;34;2;0;1;1;2;1;2;1;2585;2585;2203;2203;2203;6;5;10685,08571;6953;5;4;4;1;9;0;0
802136;530642;202207;2;999;1;1945;76;7;76;1;0;0;3;1;1;4;9;-13;3733,80526;2797;2797;2797;13;6;3733,80526;2797;5;5;5;1;8;0;0
802147;516444;202207;2;999;2;1958;63;6;62;2;0;1;1;2;1;5;1;1389;1389;1297;1297;1297;3;3;6211,098295;4297;4;4;4;1;9;0;0
802153;546522;202207;2;999;5;1995;27;3;55;3;1;1;5;3;1;4;1;-13;1726,804868;1250;-13;1250;13;3;7913,878372;5595;4;4;4;0;9; ;0
802154;504763;202207;2;999;5;2001;21;2;52;5;3;1;5;3;1;2;1;0;0;0;0;0;0;0;6575;4305;4;4;4;0;3;0;0
802172;581805;202207;2;999;2;1949;73;7;73;2;0;1;1;2;1;3;9;1000;1000;800;800;800;2;2;5500;4300;2;2;2;0;2;0;0
802188;510644;202207;1;999;1;1937;84;7;84;2;0;1;1;2;1;1;9;-13;3661,613;2750;-13;2750;13;6;4499,559271;3500;2;2;2;1;2;0;1
802205;574982;202207;1;999;5;2010;12;1;51;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;8700;6300;9;9; ;1;10; ;0
802236;553457;202207;2;999;2;1945;76;7;81;2;0;1;1;2;1;5;9;170;170;150;150;150;1;1;4870;3850;1;1;1;1;2;0;0
802238;547577;202207;2;2;1;1946;76;7;76;1;0;0;2;1;1;3;9;1930;1930;1150;1150;1150;4;3;1930;1150;4;4;4;1;10;0;0
802242;523421;202207;1;999;1;1981;40;4;40;5;3;1;1;3;1;2;1;-13; ;-14;-13; ;13;14; ; ;4;4;4;1;9;0;0
802252;522283;202207;2;999;2;1960;62;6;79;2;0;1;1;2;1;1;13;-13;276,0295556;241;241;241;13;1;4823,59519;3558;6;6;6;1;2;0;0
802260;509975;202207;2;999;3;1980;41;4;42;2;0;1;5;2;2;2;7;-13;0;0;0;0;13;0;1754,753182;1250;4;4;4;0;10; ;0
802264;537783;202207;2;999;5;1985;37;4;72;4;2;1;5;3;2;3;1;-13; ;-13;-13; ;13;13; ; ;5;4;4;1;2;101;0
802281;525715;202207;1;999;1;1964;58;6;58;5;3;1;1;3;1;3;10;2000;2000;1750;-13;1750;4;4;9250;7900;4;4;4;1;9;102;0
802305;551331;202207;1;1;1;1959;63;6;63;3;1;1;1;3;1;2;1;5825;5825;3800;3800;3800;11;8;8613,400497;5700;3;3;3;1;10;0;0
802321;523421;202207;1;999;5;2018;4;1;40;5;3;1;5;3;1;2;14;-13; ; ;-13; ;13; ; ; ;9;9; ;1;9; ;0
802338;562271;202207;1;999;5;2021;0;1;35;3;1;1;5;3;1;4;14;0;0;0;0;0;0;0;6416,857586;4300;9;9; ;1;99; ;0
802340;530252;202207;1;999;1;1954;68;7;68;2;0;1;1;2;1;2;9;8700;8700;5200;5200;5200;12;11;12000;7050;6;6;6;1;2;0;0
802383;582412;202207;1;999;5;2007;15;2;51;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0;9812,580938;6150;1;8;1;1;2; ;0
802386;506445;202207;2;999;5;2000;22;2;56;5;3;1;5;3;2;4;7;-13; ; ;-13; ;13; ; ; ;5;8;3;0;2;202;0
802391;531638;202207;2;999;1;1982;40;4;40;5;3;1;1;3;1;1;1;1700;1700;1600;1600;1600;4;4;4700;3600;6;5;5;1;8;102;0
802393;519926;202207;1;1;1;1969;52;5;52;3;1;1;1;3;1;5;1;5100;5100;3200;3200;3200;11;7;6700;4200;5;5;5;1;10;0;0
802395;589550;202207;2;999;1;1938;83;7;83;2;0;0;4;5;2;2;8;1900;1900;1900;1900;1900;4;4;3376;3173;2;2;2;1;2;0;0
802398;523425;202207;2;999;1;1944;77;7;77;2;0;0;4;5;1;1;9;-13;2185,646544;1750;-13;1750;13;4;2185,646544;1750;4;4;4;1;2;0;0
802410;580032;202207;1;999;5;2009;12;1;47;6;5;0;5;4;2;3;7;0;0;0;0;0;0;0;1100;933;1;8;1;1;2; ;1
802416;567858;202207;2;999;5;2001;21;2;53;5;3;1;5;3;2;2;7;0;0;0;0;0;0;0;2100;1800;2;1;1;1;7;202;0
802447;587359;202207;2;999;5;1993;28;3;68;5;3;1;5;3;1;5;1;3000;3000;2000;2000;2000;6;4;18725,63705;10700;5;5;5;0;7;201;0
802458;586341;202207;2;2;5;2001;21;2;59;2;1;0;5;4;1;4;7;0;0;0;0;0;0;0;7500;3400;5;4;4;1;10;0;0
802471;549111;202207;2;999;2;1934;87;7;87;2;0;1;1;2;1;5;9;768;768;768;768;768;2;2;2424;2068;4;4;4;1;2;0;0
802486;537318;202207;2;999;1;1953;69;7;69;2;0;1;1;2;2;1;9;3600;3600;2430;2430;2430;8;5;7200;4730;4;4;4;1;9;0;0
802495;566588;202207;1;1;1;1963;59;6;59;1;0;0;5;1;2;1;1;-13;1834,70112;1300;1300;1300;13;3;1834,70112;1300;2;2;2;1;10;201;0
802499;569793;202207;1;999;5;2017;5;1;36;5;3;1;5;3;1;5;7;0;0;0;0;0;0;0;7320;4510;1;8;1;1;99; ;0
802502;544061;202207;2;999;2;1940;82;7;84;2;0;1;1;2;1;4;8;925;925;851;851;851;2;2;5006;4059;2;2;2;0;2; ;0
802512;567082;202207;2;999;5;1980;42;4;64;3;1;1;5;3;2;5;10;0;0;0;0;0;0;0;3000;2750;9;9; ;1;9;101;0
802521;556812;202207;2;999;3;1978;44;4;42;3;1;1;5;3;1;1;1;2500;2500;2000;2000;2000;5;4;10810,69911;6750;6;6;6;1;9;0;0
802526;584841;202207;2;999;5;2013;9;1;48;5;3;1;5;3;1;5;7;0;0;0;0;0;0;0;6200;4300;1;8;1;1;7; ;0
802539;578289;202207;2;999;2;1947;75;7;78;2;0;1;1;2;1;5;9;1035;1035;957;957;957;3;2;3868;3270;1;1;1;0;2; ;0
802551;535244;202207;1;999;1;1966;56;6;56;2;1;0;5;4;2;1;1;6345;6345;3776;3776;3776;11;8;6345;3776;5;5;5;1;2;0;0
802554;554714;202207;2;999;2;1981;41;4;39;5;3;1;1;3;1;3;3;2000;2000;1500;1500;1500;4;3;7800;4700;4;4;4;0;3; ;0
802555;545916;202207;1;999;5;2015;7;1;37;4;2;1;5;3;1;5;14;0;0;0;0;0;0;0;10165;6150;1;8;1;1;10; ;0
802566;598611;202207;1;999;5;2007;15;2;37;6;4;1;5;3;1;4;7;100;100;85;85;85;1;1;4550;4035;1;8;1;1;99; ;0
802568;500305;202207;1;999;1;1990;32;3;32;3;1;1;1;3;1;5;3;-13;4699,894555;3000;3000;3000;13;6;4699,894555;3000;4;4;4;0;9;0;0
802574;550874;202207;1;1;1;1945;77;7;77;2;0;1;1;2;1;4;9;-13;1087,418923;937;937;937;13;2;2157,518302;1874;4;4;4;1;10;0;0
802578;567419;202207;2;999;1;1945;76;7;76;1;0;0;3;1;2;5;9;-13;1326,289409;1121;1121;1121;13;3;1326,289409;1121;3;3;3;1;7;0;0
802585;578172;202207;2;999;1;1968;53;5;53;4;2;1;1;3;1;4;1;3500;3500;2700;2700;2700;7;6;10481,06366;6950;6;6;6;1;9;0;0
802587;531704;202207;2;999;1;1951;70;7;70;1;0;0;3;1;1;2;9;-13;3738,421193;2800;2800;2800;13;6;3738,421193;2800;6;5;5;1;7;0;0
802590;583511;202207;1;999;5;2007;14;1;42;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;4311,659156;3000;1;8;1;1;2; ;0
802607;586599;202207;2;999;2;1974;48;5;53;4;2;1;1;3;1;4;1;-13;2958,582781;2000;2000;2000;13;4;7405,895817;4800;5;5;5;1;10; ;0
802612;517484;202207;2;999;1;1993;28;3;28;1;0;0;5;1;1;4;1;5416;5416;3606;3606;3606;11;8;5416;3606;5;5;5;1;99;201;0
802613;579436;202207;1;999;5;2007;14;1;48;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;8926,592004;5750;3;1;1;1;9; ;0
802635;502906;202207;1;1;1;1990;31;3;31;3;1;1;5;3;1;2;1;4028;4028;3250;-13;3250;9;7;8293,56909;6050;5;5;5;1;10;0;0
802679;590557;202207;1;999;1;1962;59;6;59;3;1;1;1;3;2;5;8;1750;1750;1250;1250;1250;4;3;2475;2060;2;2;2;1;8;0;0
802720;503951;202207;2;2;2;1948;74;7;77;2;0;1;1;2;1;4;9;-13; ; ;-13; ;13; ; ; ;5;5;5;0;10;0;0
802745;503906;202207;1;1;1;1975;47;5;47;4;2;1;1;3;1;4;1;-13;5394,237741;3300;3300;3300;13;7;9909,237741;6520;4;4;4;0;10;201;0
802755;591473;202207;1;999;5;2008;14;1;50;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;11270,24935;6800;3;1;1;1;8; ;0
802761;577359;202207;1;999;1;1985;36;4;36;1;0;0;5;1;2;1;1;1993;1993;1776;1776;1776;4;4;1993;1776;4;4;4;1;99;0;0
802779;554813;202207;1;999;5;2003;18;2;38;3;2;0;5;4;2;4;1;500;500;300;300;300;1;1;2254,753182;1550;2;2;2;1;10; ;0
802783;569912;202207;2;999;1;1944;78;7;78;1;0;0;4;1;2;2;9;-13;1975,250192;1600;1600;1600;13;4;1975,250192;1600;2;2;2;1;8;0;0
802815;547666;202207;2;999;6;1993;29;3;29;5;0;1;1;2;2;5;1;-13;3391,22695;2250;-13;2250;13;5;15819,79476;10950;3;2;2;0;10; ;0
802819;576330;202207;2;999;2;1977;44;4;44;4;2;1;1;3;1;5;1;4000;4000;2750;2750;2750;8;6;9200;6050;6;6;6;0;2;0;0
802822;504107;202207;1;999;5;2016;6;1;40;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0; ; ;1;8;1;1;8; ;0
802834;598536;202207;2;999;2;1981;40;4;44;5;3;1;1;3;1;4;2;-13;6112,382451;3800;3800;3800;13;8;12323,69373;7600;5;5;5;0;10; ;0
802850;520394;202207;2;999;1;1989;32;3;32;4;2;1;5;3;1;3;1;1780;1780;1450;1450;1450;4;3;6899,37279;4650;4;4;4;1;7;0;0
802851;579604;202207;2;999;5;2010;12;1;42;5;3;1;5;3;2;3;7;0;0;0;0;0;0;0;5799;4200;9;9; ;1;9; ;0
802859;529690;202207;1;999;1;1943;79;7;79;2;0;1;1;2;1;5;9;5326;5326;4187;4187;4187;11;9;6241;5052;5;5;5;1;2;0;0
802879;562404;202207;2;2;2;1950;72;7;67;2;0;1;1;2;1;1;9;-13;1278,026137;1100;1100;1100;13;3;4260,682698;3400;5;5;5;1;10;0;0
802883;558889;202207;1;999;9;1949;72;7;59;2;0;0;1;5;1;1;9;3520;3520;2500;2500;2500;8;5;7180;5200;6;6;6;0;2;201;0
802888;533880;202207;2;2;2;1944;77;7;80;2;0;1;1;2;1;5;8;790;790;780;780;780;2;2;11080;7570;5;5;5;0;10;0;0
802894;551132;202207;1;999;5;2007;14;1;43;6;4;1;5;3;1;4;7;-13;0;0;0;0;13;0;9056,810489;5725;2;1;1;1;10; ;0
802902;572177;202207;2;999;2;1979;43;4;48;5;3;1;1;3;1;3;1;3300;3300;2700;2700;2700;7;6;8598,074364;5950;5;5;5;1;6;0;0
802911;505227;202207;1;999;2;1946;76;7;73;3;0;1;1;2;1;5;9;-13;1539,553665;1300;1300;1300;13;3;3729,601008;3200;2;2;2;1;2;0;1
802923;550793;202207;1;999;5;2010;12;1;47;5;3;1;5;3;1;2;7;0;0;0;0;0;0;0; ; ;1;8;1;1;2; ;0
802929;582412;202207;1;999;1;1970;51;5;51;4;2;1;1;3;1;3;1;2650;2650;1900;1900;1900;6;4;9812,580938;6150;4;4;4;0;2;0;0
802944;543545;202207;1;999;5;2003;18;2;50;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;7622,641101;5000;3;3;3;0;2;0;0
802947;593643;202207;2;999;2;1950;71;7;72;2;0;1;1;2;1;2;9;1123;1123;1014;1014;1014;3;3;3965;3317;3;3;3;1;2;0;0
802950;504842;202207;1;999;1;1972;49;5;49;2;1;0;5;4;4;4;12;-13;0;0;0;0;13;0;0;0;5;5;5;1;9;202;0
802951;590390;202207;1;999;1;1983;38;4;38;5;3;1;1;3;1;4;1;-13;4261,993021;2700;2700;2700;13;6;4261,993021;2700;4;4;4;0;99;0;0
802960;588330;202207;2;999;1;1980;42;4;42;3;2;0;3;4;2;5;1;-13;3895,647721;2500;2500;2500;13;5;3895,647721;2500;6;6;6;1;8;0;0
802974;523928;202207;1;999;2;1961;60;6;59;3;1;1;1;3;1;4;1;-13;4745,295746;3000;3000;3000;13;6;6905,111491;4500;2;2;2;0;10; ;0
802980;514575;202207;1;999;5;2018;3;1;42;5;3;1;5;3;2;4;14;0;0;0;0;0;0;0;4272,270013;2900;9;9; ;1;7; ;0
802981;526126;202207;2;999;2;1957;64;6;65;2;0;1;1;2;1;5;8;0;0;0;0;0;0;0;2440;1737;2;2;2;1;2;0;0
802984;587222;202207;2;999;1;1982;39;4;39;1;0;0;5;1;1;1;1;3800;3800;2750;2750;2750;8;6;3800;2750;6;6;6;1;7;0;0
802987;555816;202207;2;999;1;1979;43;4;43;5;3;1;1;3;1;4;1;2400;2400;2100;2100;2100;5;5;4760;4160;4;4;4;1;99;201;0
802988;513924;202207;1;999;3;1979;42;4;39;3;1;1;5;3;1;4;1;-13;1030,58863;790;790;790;13;2;3373,58863;2609;1;1;1;0;9; ;0
802996;514086;202207;2;999;5;2005;17;2;55;4;2;1;5;3;1;2;7;-13;2472,085572;1750;-13;1750;13;4;8844,171143;6500;4;2;2;0;2; ;0
802999;562167;202207;1;999;1;1981;40;4;40;4;2;1;5;3;1;2;1;2000;2000;1750;-13;1750;4;4;2900;2500;6;6;6;1;8;202;0
803025;578776;202207;1;999;1;1988;33;3;33;1;0;0;5;1;1;4;1;4945;4945;3150;3150;3150;10;7;4945;3150;5;5;5;1;9;0;0
803028;500626;202207;1;999;5;2008;13;1;48;4;2;1;5;3;1;1;7;0;0;0;0;0;0;0; ; ;3;1;1;1;9; ;0
803033;584341;202207;2;999;1;1952;69;7;69;1;0;0;5;1;2;2;3;1700;1700;1218;1218;1218;4;3;1700;1218;5;5;5;1;3;0;0
803045;503173;202207;2;999;2;1980;41;4;43;4;2;1;1;3;1;1;3;1400;1400;1000;1000;1000;3;2;4300;3200;3;3;3;0;3;0;0
803054;564331;202207;2;999;1;1981;41;4;41;2;0;1;1;2;1;1;1;-13;3006,467404;2000;2000;2000;13;4;7844,797136;5050;5;5;5;1;8;202;0
803060;585229;202207;1;999;5;1995;27;3;61;5;3;1;5;3;1;5;1;-13; ;-13;-13; ;13;13; ; ;5;5;5;0;1; ;0
803063;543606;202207;1;999;1;1943;79;7;79;2;0;1;1;2;1;5;9;-13;2659,261776;2080;2080;2080;13;5;3573,376285;2892;5;5;5;1;2;0;0
803064;594857;202207;1;999;1;1992;29;3;29;3;1;1;1;3;1;5;1;2890;2890;2250;-13;2250;6;5;5325;4130;4;4;4;1;9;0;0
803079;597412;202207;2;999;5;2015;7;1;38;4;2;1;5;3;1;3;7;0;0;0;0;0;0;0;5722,485507;3765;1;8;1;1;99; ;0
803083;548500;202207;2;999;3;1942;79;7;80;2;0;1;5;2;1;5;9;-13; ;-14;-13; ;13;14; ; ;2;2;2;1;10; ;0
803099;541509;202207;1;999;1;1990;32;3;32;1;0;0;1;1;1;2;1;2000;2000;1500;1500;1500;4;3;2000;1500;4;4;4;1;8;0;0
803100;540213;202207;2;999;5;1995;26;3;59;4;2;1;5;3;2;5;1;-13; ;-13;-13; ;13;13; ; ;5;5;5;1;2;102;0
803106;529760;202207;2;999;1;1973;49;5;49;2;0;1;1;2;2;4;1;2400;2400;1950;1950;1950;5;4;4600;3850;4;4;4;0;2;0;0
803111;543666;202207;1;999;6;1984;38;4;32;2;0;0;5;5;1;2;1;5000;5000;4750;-13;4750;10;10;9150;8500;5;3;3;0;10; ;0
803128;531875;202207;2;999;1;1988;34;3;34;1;0;0;1;1;1;1;1;4440;4440;2900;2900;2900;9;6;4440;2900;6;6;6;1;7;0;0
803136;584212;202207;2;999;1;1938;83;7;83;1;0;0;3;1;2;4;9;-13;2399,152378;1900;1900;1900;13;4;2399,152378;1900;3;3;3;1;9;0;0
803146;513610;202207;1;999;1;1958;64;6;64;2;0;1;1;2;2;5;1;-13; ;-14;-13; ;13;14; ; ;2;2;2;0;2; ;0
803147;542273;202207;1;999;5;2016;6;1;38;4;2;1;5;3;1;2;14;0;0;0;0;0;0;0;7548,288718;4900;9;9; ;1;10; ;0
